->忽略->忽略->忽略->忽略->补充->忽略->补充->忽略->预测->忽略->忽略->预测->预测->补充->补充->补充->补充->补充->忽略->忽略 | 预测-预测:1 | 补充-补充:4 | 预测-补充:1 | 补充-预测:0 | 预测-忽略:1 | 补充-忽略:3 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:6 | 
-预测-预测-预测-预测-忽略-补充-补充-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:2 | 补充-预测:1 | 补充-忽略:2 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:0 | 
-预测-预测-预测-忽略-补充-补充-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:2 | 补充-预测:1 | 补充-忽略:2 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:0 | 
-预测-预测-忽略-补充-补充-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:2 | 补充-预测:1 | 补充-忽略:2 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:0 | 
-预测-忽略-补充-补充-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:2 | 补充-预测:1 | 补充-忽略:2 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:0 | 
-忽略-补充-补充-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:2 | 补充-预测:1 | 补充-忽略:2 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:0 | 
-补充-补充-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:2 | 补充-预测:1 | 补充-忽略:2 | 忽略-预测:2 | 忽略-补充:0 | 忽略-忽略:1 | 
-补充-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:1 | 补充-预测:1 | 补充-忽略:2 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:1 | 
-忽略-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:1 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测
预测-预测:9 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:1 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充
预测-预测:8 | 预测-补充:3 | 预测-忽略:1 | 补充-补充:1 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测
预测-预测:7 | 预测-补充:3 | 预测-忽略:1 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:1 | 
-补充-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测
预测-预测:8 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:1 | 
-补充-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测
预测-预测:9 | 预测-补充:2 | 预测-忽略:1 | 补充-补充:0 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略
预测-预测:9 | 预测-补充:2 | 预测-忽略:2 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:1 | 
-补充-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略
预测-预测:9 | 预测-补充:1 | 预测-忽略:2 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:2 | 
-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测
预测-预测:9 | 预测-补充:1 | 预测-忽略:2 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:2 | 
-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略
预测-预测:9 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:1 | 忽略-补充:1 | 忽略-忽略:2 | 
-预测-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测
预测-预测:8 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:2 | 
-预测-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略
预测-预测:7 | 预测-补充:1 | 预测-忽略:4 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:2 | 
-预测-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充
预测-预测:6 | 预测-补充:1 | 预测-忽略:4 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:2 | 
-预测-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测
预测-预测:5 | 预测-补充:1 | 预测-忽略:4 | 补充-补充:0 | 补充-预测:3 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:2 | 
-预测-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充
预测-预测:4 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:0 | 补充-预测:3 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:2 | 
-预测-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测
预测-预测:3 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:0 | 补充-预测:4 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:2 | 
-忽略-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测
预测-预测:4 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:4 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:2 | 
-忽略-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测
预测-预测:5 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:4 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:1 | 
-补充-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充
预测-预测:5 | 预测-补充:3 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:4 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充
预测-预测:5 | 预测-补充:3 | 预测-忽略:3 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:0 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略
预测-预测:4 | 预测-补充:3 | 预测-忽略:3 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:1 | 
-补充-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测
预测-预测:4 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略
预测-预测:4 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:1 | 
-预测-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充
预测-预测:3 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:2 | 忽略-忽略:1 | 
-预测-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测
预测-预测:2 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:2 | 忽略-忽略:1 | 
-忽略-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略
预测-预测:2 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:2 | 忽略-忽略:1 | 
-忽略-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略
预测-预测:2 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:2 | 忽略-忽略:1 | 
-预测-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测
预测-预测:2 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:2 | 忽略-忽略:1 | 
-忽略-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略
预测-预测:2 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:2 | 忽略-忽略:1 | 
-预测-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略
预测-预测:2 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:2 | 
-忽略-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略
预测-预测:2 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:2 | 忽略-补充:2 | 忽略-忽略:3 | 
-补充-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测
预测-预测:2 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:1 | 补充-预测:3 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-预测-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充
预测-预测:2 | 预测-补充:3 | 预测-忽略:3 | 补充-补充:1 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-补充-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充
预测-预测:2 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-预测-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充
预测-预测:2 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:3 | 补充-预测:1 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-预测-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测
预测-预测:1 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:3 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-预测-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略
预测-预测:0 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:3 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-补充-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测
预测-预测:0 | 预测-补充:1 | 预测-忽略:4 | 补充-补充:3 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:4 | 忽略-补充:1 | 忽略-忽略:3 | 
-补充-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充
预测-预测:0 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:4 | 忽略-补充:1 | 忽略-忽略:3 | 
-忽略-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测
预测-预测:0 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:2 | 补充-预测:3 | 补充-忽略:0 | 忽略-预测:4 | 忽略-补充:1 | 忽略-忽略:3 | 
-预测-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略
预测-预测:0 | 预测-补充:2 | 预测-忽略:5 | 补充-补充:2 | 补充-预测:3 | 补充-忽略:0 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-忽略-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测
预测-预测:0 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:2 | 补充-预测:3 | 补充-忽略:0 | 忽略-预测:4 | 忽略-补充:1 | 忽略-忽略:3 | 
-补充-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测
预测-预测:1 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:2 | 补充-预测:3 | 补充-忽略:0 | 忽略-预测:4 | 忽略-补充:0 | 忽略-忽略:3 | 
-预测-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略
预测-预测:1 | 预测-补充:2 | 预测-忽略:5 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:4 | 忽略-补充:0 | 忽略-忽略:3 | 
-忽略-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略
预测-预测:1 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:4 | 忽略-补充:0 | 忽略-忽略:4 | 
-忽略-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充
预测-预测:1 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:0 | 忽略-预测:4 | 忽略-补充:1 | 忽略-忽略:3 | 
-预测-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略
预测-预测:1 | 预测-补充:2 | 预测-忽略:4 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:3 | 
-忽略-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略
预测-预测:1 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:4 | 
-忽略-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测
预测-预测:1 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:4 | 忽略-补充:1 | 忽略-忽略:3 | 
-忽略-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测
预测-预测:2 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:4 | 忽略-补充:1 | 忽略-忽略:2 | 
-预测-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测
预测-预测:3 | 预测-补充:2 | 预测-忽略:3 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:2 | 
-补充-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测-预测
预测-预测:4 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:2 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:2 | 
-补充-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测-预测-预测
预测-预测:5 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:1 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:2 | 
-补充-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测-预测-预测-预测
预测-预测:6 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:2 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:2 | 
-预测-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测-预测-预测-预测-预测
预测-预测:7 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:1 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:2 | 
-忽略-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测-预测-预测-预测-预测-忽略
预测-预测:7 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:1 | 补充-忽略:1 | 忽略-预测:3 | 忽略-补充:1 | 忽略-忽略:2 | 
-预测-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略
预测-预测:7 | 预测-补充:1 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:1 | 补充-忽略:1 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:3 | 
-补充-预测-忽略-预测-预测-忽略-忽略-补充-忽略-忽略-预测-预测-预测-预测-预测-预测-预测-忽略-忽略-忽略
预测-预测:7 | 预测-补充:0 | 预测-忽略:3 | 补充-补充:0 | 补充-预测:1 | 补充-忽略:1 | 忽略-预测:2 | 忽略-补充:1 | 忽略-忽略:4 | 
